case_id,partition,canonical_group,paper_title,year,direction,problem_class,category,formulation_type,application_field,runtime_quartile,size_quartile,task_median_runtime_seconds,large_median_runtime_seconds,avg_num_var,avg_num_int_var,avg_num_constr,source_link
kowalczyk2024,test,kowalczyk2024,A Flow-Based Formulation for Parallel Machine Scheduling Using Decision Diagrams,2024,min,Scheduling (Machine / Crew / Workforce),strategic,IP,Manufacturing & Production,Q2,Q3,190.93,235.66,130970.0,65485.0,65536.0,https://doi.org/10.1287/ijoc.2022.0301
kress2019,train,kress2019,An Exact Solution Approach for Scheduling Cooperative Gantry Cranes,2019,min,Other (Container Terminal),strategic,IP,Transportation & Logistics,Q3,Q3,3571.0275924820453,3610.234077123925,47600.0,47029.0,65965.0,https://doi.org/10.1016/j.ejor.2018.07.045
kreter2018,train,kreter2018,Mixed-Integer Linear Programming and Constraint Programming Formulations for Solving Resource Availability Cost Problems,2018,min,Other (Project Scheduling),planning,MIP,Manufacturing & Production,Q4,Q3,3610.64,3613.14,52059.0,52055.0,110513.0,https://doi.org/10.1016/j.ejor.2017.10.014
lai2021,train,lai2021,Neighborhood decomposition based variable neighborhood search and tabu search for maximally diverse grouping,2021,max,Other (Grouping / Partitioning),planning,MIP,Foundational / Theoretical,Q4,Q1,3616.415,3616.42,20000.0,20000.0,500.0,https://www.sciencedirect.com/science/article/abs/pii/S0377221720306743
laporte2003,holdout,laporte2003,A Branch-and-Cut Algorithm for the Undirected Traveling Purchaser Problem,2003,min,Vehicle Routing & TSP,operational,IP,Transportation & Logistics,Q2,Q2,223.01,437.81,10091.0,5050.0,5440.0,https://doi.org/10.1287/opre.51.6.940.24921
lee1996,train,lee1996,A Branch and Cut Algorithm for a Steiner Tree-Star Problem,1996,min,Graph Optimization,planning,IP,Telecommunications & Networking,Q1,Q2,8.64,10.43,12985.0,70.0,15621.0,https://doi.org/10.1287/ijoc.8.3.194
legrain2020,test,legrain2020,A rotation-based branch-and-price approach for the nurse scheduling problem,2020,min,Scheduling (Machine / Crew / Workforce),strategic,IP,Healthcare,Q4,Q4,3602.3599999999997,3602.37,176408.0,104672.0,183512.0,https://link.springer.com/article/10.1007/s12532-019-00172-4
legrain2024,holdout,legrain2024,A dedicated pricing algorithm to solve a large family of nurse scheduling problems with branch-and-price,2024,min,Scheduling (Machine / Crew / Workforce),strategic,IP,Healthcare,Q3,Q3,1878.1955983196385,3601.5477789714932,99298.0,60736.0,92762.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2023.0019
letelier2022,train,letelier2022,Bin Packing Problem with Time Lags,2022,min,Packing / Cutting Stock,planning,BIP,Transportation & Logistics,Q4,Q3,3602.2749999999996,3602.85,188544.0,188544.0,26914.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2022.1165
levin2017,train,levin2017,Congestion-aware system optimal route choice for shared autonomous vehicles,2017,min,Vehicle Routing & TSP,operational,NLP/MINLP,Transportation & Logistics,Q2,Q4,140.22,141.69,9451376.0,0.0,3920817.0,https://doi.org/10.1016/j.trc.2017.06.020
li2020,train,li2020,A bi-level model and solution methods for partial interdiction problem on capacitated hierarchical facilities,2020,max,Stochastic / Robust / Bilevel Optimization,planning,Bilevel/Multi-level,Public Service & Government,Q3,Q2,3600.275,3600.29,10171.0,140.0,9977.0,https://doi.org/10.1016/j.cor.2019.104831
liao2020,train,liao2020,A Distributionally Robust Optimization Approach for Outpatient Colonoscopy Scheduling,2020,min,Stochastic / Robust / Bilevel Optimization,operational,Stochastic/Robust/DRO,Healthcare,Q2,Q2,1625.7907076324336,1956.286275235936,6104.0,729.0,18848.0,https://doi.org/10.1016/j.ejor.2019.11.039
lozano2017,test,lozano2017,A Value-Function-Based Exact Approach for the Bilevel Mixed-Integer Programming Problem,2017,max,Stochastic / Robust / Bilevel Optimization,planning,Bilevel/Multi-level,Foundational / Theoretical,Q2,Q1,521.7952636643313,546.2803139062598,4658.0,0.0,1862.0,https://doi.org/10.1287/opre.2017.1589
luo2017,train,luo2017,Branch and Price and Cut for the Split-Delivery Vehicle Routing Problem with Time Windows and Linear Weight-Related Cost,2017,min,Vehicle Routing & TSP,operational,MIP,Transportation & Logistics,Q3,Q3,2205.765,3601.0,42867.0,20856.0,44054.0,https://doi.org/10.1287/trsc.2015.0666
mansini2020,train,mansini2020,A Core-Based Exact Algorithm for the Multidimensional Multiple Choice Knapsack Problem,2020,max,Packing / Cutting Stock,planning,IP,Foundational / Theoretical,Q2,Q3,124.795,130.21,612000.0,612000.0,12051.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2019.0909
martello1999,test,martello1999,Dynamic Programming and Strong Bounds for the 0-1 Knapsack Problem,1999,max,Packing / Cutting Stock,planning,IP,Foundational / Theoretical,Q2,Q1,148.555,233.24,10000000.0,10000000.0,1.0,https://pubsonline.informs.org/doi/10.1287/mnsc.45.3.414
martin-iradi2024,train,martin-iradi2024,An adaptive large neighborhood search heuristic for the multi-port continuous berth allocation problem,2024,min,Other (Container Terminal),strategic,MIP,Transportation & Logistics,Q3,Q2,3600.8450000000003,3601.1,9067.0,8500.0,10721.0,https://doi.org/10.1016/j.ejor.2024.02.003
mehrotra1996,train,mehrotra1996,A Column Generation Approach for Graph Coloring,1996,min,Graph Optimization,planning,IP,Foundational / Theoretical,Q4,Q1,3630.3744563204236,3633.996225995943,98.0,0.0,250.0,https://doi.org/10.1287/ijoc.8.4.344
mingozzi1999,train,mingozzi1999,An Exact Method for the Vehicle Routing Problem with Backhauls,1999,min,Vehicle Routing & TSP,operational,IP,Transportation & Logistics,Q2,Q2,137.59,187.29,9866126.0,9866126.0,33.0,https://doi.org/10.1287/trsc.33.3.315
morrison2016,test,morrison2016,Solving the Pricing Problem in a Branch-and-Price Algorithm for Graph Coloring using Zero-Suppressed Binary Decision Diagrams,2016,min,Graph Optimization,planning,IP,Foundational / Theoretical,Q1,Q3,55.084999999999994,97.21,4497833.0,4497833.0,300.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2015.0667
muter2010,test,muter2010,Combination of Metaheuristic and Exact Algorithms for Solving Set Covering-Type Optimization Problems,2010,min,Other (Set Covering / Partitioning),operational,BIP,Transportation & Logistics,Q2,Q1,766.8826739075594,1523.6928333165124,526526.0,526526.0,33.0,https://pubsonline.informs.org/doi/10.1287/ijoc.1090.0376
nagy2015,train,nagy2015,The Vehicle Routing Problem with Divisible Deliveries and Pickups,2015,min,Vehicle Routing & TSP,operational,MIP,Transportation & Logistics,Q4,Q4,3604.39,3604.89,477603.0,159201.0,240399.0,https://doi.org/10.1287/trsc.2013.0501
oliveira2020,train,oliveira2020,An Improved Branch-Cut-and-Price Algorithm for Parallel Machine Scheduling Problems,2020,min,Scheduling (Machine / Crew / Workforce),strategic,BIP,Manufacturing & Production,Q1,Q2,0.3229837752878666,0.22707281820476055,71116.0,71116.0,5381.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2018.0854
ostrowski2012,train,earl2005,Multi-vehicle Cooperative Control Using Mixed Integer Linear Programming (legacy alias),2005,min,Other (Cooperative Control),operational,MIP,Aerospace & Aviation,Q2,Q3,191.0002320013009,195.68431826401502,44170.0,41174.0,122024.0,https://arxiv.org/abs/cs/0501092
ozturk2020,train,ozturk2020,A truncated column generation algorithm for the parallel batch scheduling problem to minimize total flow time,2020,min,Scheduling (Machine / Crew / Workforce),operational,BIP,Manufacturing & Production,Q3,Q2,3600.75,3600.98,10450.0,10000.0,30446.0,https://doi.org/10.1016/j.ejor.2020.03.044
pecin2017,train,pecin2017,New Enhancements for the Exact Solution of the Vehicle Routing Problem with Time Windows,2017,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q4,Q3,3601.49,3601.61,40605.0,40201.0,81207.0,https://doi.org/10.1287/ijoc.2016.0744
pedersen2024,train,pedersen2024,An efficient solver for large-scale onshore wind farm siting including cable routing,2024,min,Network Design & Flow,planning,MIP,Energy & Power Systems,Q2,Q4,1381.1399999999999,1387.68,878414.0,439532.0,440844.0,https://doi.org/10.1016/j.ejor.2024.04.026
pessoa2021,train,pessoa2021,Branch-cut-and-price for the robust capacitated vehicle routing problem with knapsack uncertainty,2021,min,Vehicle Routing & TSP,operational,Stochastic/Robust/DRO,Transportation & Logistics,Q3,Q2,1815.07,3600.65,6560.0,6480.0,6482.0,https://pubsonline.informs.org/doi/abs/10.1287/opre.2020.2035
pettersson2020,train,pettersson2020,Multiobjective Integer Programming: Synergistic Parallel Approaches,2020,min,Other (General MIP),planning,IP,Foundational / Theoretical,Q2,Q1,139.45,139.47,10000000.0,10000000.0,1.0,https://doi.org/10.1287/ijoc.2018.0875
pinnoi1997,train,pinnoi1997,A Branch and Cut Approach for Workload Smoothing on Assembly Lines,1997,min,Other (Assembly Line Balancing),planning,MIP,Manufacturing & Production,Q1,Q1,0.42,0.48,896.0,895.0,192.0,https://doi.org/10.1287/ijoc.9.4.335
potthoff2010,test,potthoff2010,Column Generation with Dynamic Duty Selection for Railway Crew Rescheduling,2010,min,Scheduling (Machine / Crew / Workforce),operational,BIP,Public Transit & Mobility,Q1,Q1,0.16989686340093613,0.16989686340093613,35948.0,35948.0,103.0,https://doi.org/10.1287/trsc.1100.0322
rahimian2017,train,rahimian2017,A Hybrid Integer Programming and Variable Neighbourhood Search Algorithm to Solve Nurse Rostering Problems,2017,min,Other (Nurse Rostering),strategic,MIP,Healthcare,Q1,Q3,17.145,22.65,112684.0,112684.0,166431.0,https://doi.org/10.1016/j.ejor.2016.09.030
rahmaniani2017,train,rahmaniani2017,Benders Decomposition for Large-Scale Uncapacitated Hub Location,2011,min,Facility Location,planning,MIP,Transportation & Logistics,Q2,Q4,137.05862870346755,137.31863779388368,3139014.0,100.0,499951.0,https://doi.org/10.1287/opre.1110.0965
rahmaniani2018,test,rahmaniani2018,A computationally efficient Benders decomposition for energy systems planning problems with detailed operations and time-coupling constraints,2023,min,Energy & Unit Commitment,planning,MIP,Energy & Power Systems,Q2,Q3,223.20518917869776,232.11549211107194,69793.0,159.0,122237.0,https://doi.org/10.1287/ijoo.2023.0005
rahmaniani2020,train,rahmaniani2020,The Benders Dual Decomposition Method,2020,min,Stochastic / Robust / Bilevel Optimization,planning,Stochastic/Robust/DRO,Foundational / Theoretical,Q2,Q4,274.90999999999997,327.03,1750050.0,50.0,52501.0,https://doi.org/10.1287/opre.2019.1892
rahmaniani2022,train,rahmaniani2022,A computationally efficient Benders decomposition for energy systems planning problems with detailed operations and time-coupling constraints,2023,min,Energy & Unit Commitment,planning,MIP,Energy & Power Systems,Q2,Q3,166.42449453985319,225.45050676353276,47208.0,108.0,115427.0,https://doi.org/10.1287/ijoo.2023.0005
reihaneh2019,train,reihaneh2019,A Branch-and-Price Algorithm for a Vehicle Routing with Demand Allocation Problem,2019,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q3,Q2,3600.8199999999997,3600.83,12800.0,5150.0,26637.0,https://doi.org/10.1016/j.ejor.2018.06.049
reinhardt2016,test,reinhardt2016,The Edge Set Cost of the Vehicle Routing Problem with Time Windows,2016,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q4,Q3,3601.6949999999997,3601.71,67248.0,65608.0,66395.0,https://doi.org/10.1287/trsc.2014.0580
ribeiro1994,holdout,ribeiro1994,A Column Generation Approach to the Multiple-Depot Vehicle Scheduling Problem,1994,min,Vehicle Scheduling,strategic,BIP,Public Transit & Mobility,Q1,Q3,51.235,53.6,537318.0,537318.0,4518.0,https://doi.org/10.1287/opre.42.1.41
riley2025,holdout,riley2025,Integer L-Shaped Method with Non-Supporting No-Good Optimality Cuts,2025,min,Stochastic / Robust / Bilevel Optimization,planning,Stochastic/Robust/DRO,Supply Chain & Inventory,Q2,Q4,304.2972150063142,304.5848647747189,10357863.0,3969663.0,370020.0,https://arxiv.org/abs/2511.06340
roberti2015,train,roberti2015,The Fixed Charge Transportation Problem: An Exact Algorithm Based on a New Integer Programming Formulation,2015,min,Other (Transportation),planning,MIP,Transportation & Logistics,Q3,Q2,3600.27,3600.27,9800.0,4900.0,5040.0,https://doi.org/10.1287/mnsc.2014.1947
roberti2018,train,roberti2018,A branch-and-cut algorithm for the two-echelon capacitated vehicle routing problem with grouping constraints,2018,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q3,Q2,3600.4049999999997,3600.41,6600.0,3550.0,21345.0,https://doi.org/10.1016/j.ejor.2017.10.017
roberti2021,train,roberti2021,Exact Methods for the Traveling Salesman Problem with Drone,2021,min,Vehicle Routing & TSP,operational,MIP,Transportation & Logistics,Q2,Q1,124.39000000000001,128.33,478.0,462.0,602.0,https://doi.org/10.1287/trsc.2020.1017
ropke2009,train,ropke2009,Branch and Cut and Price for the Pickup and Delivery Problem with Time Windows,2009,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q4,Q4,3608.18,3608.36,216161.0,208593.0,424753.0,https://doi.org/10.1287/trsc.1090.0272
roshanaei2017,train,roshanaei2017,Collaborative Operating Room Planning and Scheduling,2017,min,Scheduling (Machine / Crew / Workforce),strategic,MIP,Healthcare,Q4,Q4,3608.285,3608.76,103862.0,101663.0,213791.0,https://doi.org/10.1287/ijoc.2017.0745
rostami2021,holdout,rostami2021,Stochastic single-allocation hub location,2021,min,Facility Location,planning,Stochastic/Robust/DRO,Transportation & Logistics,Q2,Q4,751.745,784.83,5049600.0,49600.0,150501.0,https://doi.org/10.1016/j.ejor.2020.07.051
rothenbacher2018,train,rothenbacher2018,Branch-and-Price-and-Cut for the Truck-and-Trailer Routing Problem with Time Windows,2018,min,Vehicle Routing & TSP,operational,BIP,Transportation & Logistics,Q4,Q4,3626.12,3626.55,268028.0,258932.0,1067602.0,https://doi.org/10.1287/trsc.2017.0765
rothenbacher2019,train,rothenbacher2019,Branch-and-Price-and-Cut for the Periodic Vehicle Routing Problem with Flexible Schedule Structures,2019,min,Lot Sizing / Inventory,operational,BIP,Supply Chain & Inventory,Q2,Q1,1487.38,1499.28,64115.0,64115.0,214.0,https://doi.org/10.1287/trsc.2018.0855
ruiz2007,train,ruiz2007,An effective iterated greedy algorithm for the mixed no-idle permutation flowshop scheduling problem,2014,min,Scheduling (Machine / Crew / Workforce),operational,CP,Manufacturing & Production,Q2,Q2,672.78,3600.55,9167.0,7921.0,2656.0,https://doi.org/10.1016/j.omega.2013.10.002
sadykov2013,holdout,sadykov2013,Bin Packing with Conflicts: a Generic Branch-and-Price Algorithm,2013,min,Packing / Cutting Stock,planning,BIP,Foundational / Theoretical,Q4,Q3,3603.99,3604.18,12210.0,12210.0,461889.0,https://pubsonline.informs.org/doi/10.1287/ijoc.1120.0499
salemi2022,train,salemi2022,On the Structure of Decision Diagram-Representable Mixed Integer Programs with Application to Unit Commitment,2022,min,Energy & Unit Commitment,strategic,MIP,Energy & Power Systems,Q4,Q4,3615.08,3615.15,489600.0,7200.0,1238956.0,https://doi.org/10.1287/opre.2022.2353
samarghandi2017,train,samarghandi2017,On the exact solution of the no-wait flow shop problem with due date constraints,2017,min,Scheduling (Machine / Crew / Workforce),operational,IP,Manufacturing & Production,Q4,Q1,3603.2650000000003,3603.75,601.0,400.0,4271.0,https://doi.org/10.1016/j.cor.2016.12.013
sansegundo2016,holdout,sansegundo2016,A new exact maximum clique algorithm for large and massive sparse graphs,2016,max,Graph Optimization,operational,BIP,Foundational / Theoretical,Q1,Q4,97.02,112.8,4000.0,4000.0,7997482.0,https://doi.org/10.1016/j.cor.2015.07.013
sansegundo2023,train,sansegundo2023,CliSAT: A new exact algorithm for hard maximum clique problems,2023,max,Graph Optimization,planning,BIP,Foundational / Theoretical,Q3,Q2,1933.3649999999998,3602.95,1000.0,1000.0,399124.0,https://www.sciencedirect.com/science/article/pii/S0377221722008165
savelsbergh1997,train,savelsbergh1997,A Branch-and-Price Algorithm for the Generalized Assignment Problem,1997,max,Other (Generalized Assignment),strategic,MIP,Foundational / Theoretical,Q1,Q1,0.28500000000000003,0.34,2000.0,2000.0,120.0,https://doi.org/10.1287/opre.45.6.831
schwerdfeger2016,holdout,schwerdfeger2016,A fast and effective subset sum based improvement procedure for workload balancing on identical parallel machines,2016,min,Scheduling (Machine / Crew / Workforce),strategic,IP,Manufacturing & Production,Q1,Q1,24.655,26.5,3934.0,3920.0,294.0,https://doi.org/10.1016/j.cor.2016.03.008
segundo2019,test,segundo2019,A new branch-and-bound algorithm for the maximum edge-weighted clique problem,2019,max,Graph Optimization,planning,BIP,Foundational / Theoretical,Q4,Q4,3628.6,3628.93,627430.0,627430.0,3748680.0,https://www.sciencedirect.com/science/article/abs/pii/S0377221719303054
segundo2019b,train,segundo2019b,A new branch-and-bound algorithm for the Maximum Weighted Clique Problem,2019,max,Graph Optimization,planning,BIP,Foundational / Theoretical,Q4,Q3,3615.91,3616.78,3000.0,3000.0,3600074.0,https://www.sciencedirect.com/science/article/abs/pii/S0305054819301303
seker2021,train,seker2021,An Exact Cutting Plane Algorithm to Solve the Selective Graph Coloring Problem in Perfect Graphs,2021,min,Graph Optimization,planning,BIP,Foundational / Theoretical,Q1,Q4,67.17,84.04,33567.0,33567.0,5768230.0,https://www.sciencedirect.com/science/article/abs/pii/S0377221720308031
song2021,train,song2021,Polyhedral Results and Branch-and-Cut for the Resource Loading Problem,2021,min,Other (Resource Loading),strategic,MIP,Manufacturing & Production,Q1,Q3,13.065000000000001,16.75,69536.0,62367.0,14563.0,https://doi.org/10.1287/ijoc.2020.0957
spliet2015,train,spliet2015,The Time Window Assignment Vehicle Routing Problem,2015,min,Vehicle Routing & TSP,operational,Stochastic/Robust/DRO,Transportation & Logistics,Q3,Q1,3600.93,3601.01,2131.0,1950.0,4053.0,https://doi.org/10.1287/trsc.2013.0510
taninmis2022,train,taninmis2022,A Nested Cross Decomposition Algorithm for Power System Capacity Expansion with Multiscale Uncertainties,2022,min,Energy & Unit Commitment,planning,Stochastic/Robust/DRO,Energy & Power Systems,Q3,Q4,2908.129056280479,2976.200261361897,3747938.0,1113649.0,6714930.0,https://doi.org/10.1287/ijoc.2022.1177
tran2018,train,tran2018,An Efficient Heuristic Algorithm for the Alternative-Fuel Station Location Problem,2018,max,Facility Location,planning,MIP,Transportation & Logistics,Q1,Q2,39.625,75.82,4160.0,1000.0,56280.0,https://doi.org/10.1016/j.ejor.2017.10.012
vidal2011,train,vidal2011,A Hybrid Genetic Algorithm for Multi-Depot and Periodic Vehicle Routing Problems,2012,min,Vehicle Routing & TSP,operational,MIP,Transportation & Logistics,Q4,Q2,3601.18,3601.31,70548.0,70548.0,4412.0,https://doi.org/10.1287/opre.1120.1048
walteros2020,train,walteros2020,Why Is Maximum Clique Often Easy in Practice?,2020,max,Graph Optimization,planning,BIP,Foundational / Theoretical,Q1,Q3,37.135,37.58,3000.0,3000.0,4497847.0,https://pubsonline.informs.org/doi/10.1287/opre.2019.1970
wang2019,train,wang2019,A hybrid algorithm for large-scale service network design considering a heterogeneous fleet,2019,min,Network Design & Flow,planning,MIP,Transportation & Logistics,Q4,Q3,3602.25,3602.56,328000.0,8000.0,17200.0,https://doi.org/10.1016/j.ejor.2019.01.022
wang2025,train,wang2025,An efficient branch-and-cut algorithm for approximately submodular function maximization,2019,max,Other (Submodular Optimization),strategic,BIP,Foundational / Theoretical,Q2,Q1,248.07,495.68,61.0,60.0,10.0,https://doi.org/10.1109/smc.2019.8913989
wangk2020,test,wangk2020,A Stochastic Integer Programming Approach to Air Traffic Scheduling and Operations,2020,min,Vehicle Scheduling,operational,Stochastic/Robust/DRO,Aerospace & Aviation,Q2,Q4,238.325,238.96,2270298.0,1861248.0,6929616.0,https://doi.org/10.1287/opre.2020.1985
wangy2020,train,wangy2020,The Rank-One Quadratic Assignment Problem,2020,min,Other (Quadratic Assignment),planning,QP/MIQP,Foundational / Theoretical,Q1,Q3,100.69999999999999,100.99,4000035.0,4000017.0,4070.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2020.1003
watermeyer2020,train,watermeyer2020,A branch-and-bound procedure for the resource-constrained project scheduling problem with partially renewable resources and general temporal constraints,2020,min,Other (Project Scheduling),operational,CP,Manufacturing & Production,Q4,Q4,3604.0299999999997,3604.59,149432.0,149432.0,150393.0,https://link.springer.com/article/10.1007/s00291-020-00583-z
watermeyer2022,train,watermeyer2022,A partition-based branch-and-bound algorithm for the project duration problem with partially renewable resources and general temporal constraints,2022,min,Other (Project Scheduling),operational,CP,Manufacturing & Production,Q2,Q3,134.91500000000002,140.0,124616.0,124616.0,38024.0,https://link.springer.com/article/10.1007/s00291-021-00654-9
watermeyer2023,holdout,watermeyer2023,A constructive branch-and-bound algorithm for the project duration problem with partially renewable resources and general temporal constraints,2023,min,Other (Project Scheduling),operational,CP,Manufacturing & Production,Q1,Q2,80.48,102.54,30383.0,30383.0,3108.0,https://link.springer.com/article/10.1007/s10951-022-00735-9
wei2020,train,wei2020,A New Branch-and-Price-and-Cut Algorithm for One-Dimensional Bin-Packing Problems,2020,min,Packing / Cutting Stock,planning,BIP,Transportation & Logistics,Q4,Q3,3602.395,3602.59,670672.0,670672.0,2338.0,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.2018.0867
wei2020b,train,wei2020b,A branch-and-price algorithm for the two-dimensional vector packing problem,2020,min,Packing / Cutting Stock,planning,BIP,Transportation & Logistics,Q1,Q1,7.88,12.53,1440.0,1440.0,130.0,https://www.sciencedirect.com/science/article/abs/pii/S0377221719306770
wu2018,holdout,wu2018,Analytics Branching and Selection for the Capacitated Multi-Item Lot Sizing Problem with Nonidentical Machines,2018,min,Lot Sizing / Inventory,planning,MIP,Manufacturing & Production,Q3,Q1,3600.215,3600.22,3850.0,1540.0,3192.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2017.0777
wu2022,train,wu2022,A supervised learning-driven heuristic for solving the facility location and production planning problem,2022,min,Facility Location,planning,MIP,Manufacturing & Production,Q1,Q4,106.02,141.7,659306.0,18848.0,56666.0,https://doi.org/10.1016/j.ejor.2021.11.028
wu2023,train,wu2023,Optimal Scenario Reduction for One- and Two-Stage Robust Optimization,2023,max,Stochastic / Robust / Bilevel Optimization,planning,Stochastic/Robust/DRO,Foundational / Theoretical,Q2,Q1,1546.9078423730098,1651.7177609149367,101.0,50.0,7551.0,https://doi.org/10.1016/j.ejor.2023.03.025
xie2019,train,xie2019,A Branch-and-Price Algorithm for the Integrated Berth Allocation and Quay Crane Assignment Problem,2019,min,Other (Container Terminal),strategic,MIP,Transportation & Logistics,Q2,Q4,121.4,135.65,125916.0,125756.0,229352.0,https://doi.org/10.1287/trsc.2019.0894
xu2024,train,xu2024,An Efficient Global Optimal Method for Cardinality Constrained Portfolio Optimization,2023,min,Portfolio Optimization,strategic,QP/MIQP,Finance & Investment,Q3,Q1,3600.665,3600.7,200.0,100.0,3.0,https://doi.org/10.1287/ijoc.2022.0344
yang2013,train,yang2013,An effective GRASP and tabu search for the 0–1 quadratic knapsack problem,2013,max,Other (Quadratic Knapsack),planning,QP/MIQP,Foundational / Theoretical,Q4,Q1,3604.925,3605.41,2000.0,2000.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S0305054812002675
zetina2019,train,zetina2019,Exact Algorithms based on Benders Decomposition for Multicommmodity Uncapacitated Fixed-charge Network Design,2019,min,Network Design & Flow,planning,MIP,Telecommunications & Networking,Q4,Q4,3614.995,3615.01,1121400.0,1400.0,1160000.0,https://doi.org/10.1016/j.cor.2019.07.007
zetina2020,holdout,zetina2020,Efficient Internal Strategies in Quantum Relaxation based Branch-and-Bound,2024,min,Other (Quadratic Optimization),planning,QP/MIQP,Foundational / Theoretical,Q4,Q1,3601.065,3601.15,182.0,182.0,0.0,https://doi.org/10.1109/qce60285.2024.00062
zhang2025,train,zhang2025,A Unified Column Generation and Elimination Method for Solving Large-Scale Set Partitioning Problems,2025,min,Other (Set Covering / Partitioning),planning,IP,Foundational / Theoretical,Q3,Q2,2689.3500000000004,3605.76,120000.0,120000.0,260.0,https://arxiv.org/abs/2503.16652
zohali2022,test,zohali2022,Solving the Type-2 Assembly Line Balancing with Setups Using Logic-Based Benders Decomposition,2022,min,Other (Assembly Line Balancing),planning,MIP,Manufacturing & Production,Q1,Q3,30.185626761987805,30.215197525918484,325571.0,325570.0,15434.0,https://doi.org/10.1287/ijoc.2020.1015
